"1","M122616001.nex","1","excellent isolation, luminance simple cell, Neurothresh completed for 2 TFR, subunit, linear cell","subunit"
"2","M122416004.nex","1","excellent isolation, blue-yellow center surround cell, Neurothresh completed for 1 TFR, subunit","subunit"
"3","M122316002.nex","1","excellent isolation, oriented luminance cell, Neurothresh completed for 2 TFRs, subunit","subunit"
"4","M122216001.nex","1","excellent isolation, complex cell, Neurothresh completed for 2 TFRs, STA vs PC1","STAvsPC1"
"5","M122116001.nex","1","excellent isolation, red-cyan center surround cell, has STA and PC1, Neurothresh completed for 2 TFRs, subunit","subunit"
"6","M122016003.nex","1","excellent isolation, red-cyan edge detector, STA, Neurothresh completed for 1 TFR, linear cell","subunit"
"7","M121916001.nex","1","excellent isolation, oriented luminance cell, STA, PC1 and PC2, Neurothresh completed for 1 TFR","subunit"
"8","M121616004.nex","1","excellent isolation, center-surround Red-Green cell, has STA and PC1,Neurothresh: completed for 2 target firing rates, subunit","subunit"
"9","M121216001.nex","1","excellent isolation, oriented luminance cell, Neurothresh: completed for 2 target firing rates, subunit ","subunit"
"10","M120916003.nex","1","excellent isolation, blue-yellow center surround cell, Neurothresh: completed for 2 target firing rates, subunit ","subunit"
"11","M120216001.nex","1","excellent isolation, has center surround luminance STA and PC1, Neurothresh: completed for 2 target firing rates, subunits","subunit"
"12","M120116002.nex","1","excellent isolation, oriented luminance cell, Neurothresh: completed for 2 target firing rates, STA vs PC1","STAvsPC1"
"13","M120216002.nex","1","excellent isolation, has oriented luminance complex edge, Neurothresh: completed for 2 target firing rates, STA vs PC1 ","STAvsPC1"
"14","M122716008.nex","1"," excellent isolation, oriented complex cell, Neurothresh completed for 1 TFR, STA vs PC1 ","STAvsPC1"
"15","M122816002.nex","2","good isolation, sig001b, complex cell, has STA and PC1, Neurothresh completed for 2TFRs, STA vs PC1","STAvsPC1"
"16","M122816003.nex","1","excellent isolation, complex cell, Neurothresh completed for 1 TFR, STA vs PC1","STAvsPC1"
"17","M122916001.nex","1","good isolation, simple cell, Neurothresh completed for 1 TFR, subunit","subunit"
"18","M122916002.nex","1","good isolation, complex cell, Neurothresh completed for 1 TFR, STA vs PC1","STAvsPC1"
"19","M123116004.nex","1","excellent isolation, color cell, linear, Neurothresh completed for 1 TFR, subunit","subunit"
"20","M010117004.nex","1","excellent isolation, simple cell, Neurothresh completed for 1 TFR, subunit","subunit"
"21","M010217001.nex","1","excellent isolation, red-green color cell, Neurothresh completed for 1 TFR, subunit ","subunit"
"22","P050116001.nex","1","good isolation, simple cell, good WhiteNoise Data, maybe good neurothresh data,","subunit"
"23","P052316005.nex","1","excellent isolation, oriented low sf rf, good Neurothresh Data, linear cell","subunit"
"24","P052616001.nex","1","excellent isolation, green subunit, good Neurothresh Data, non-linear cell","subunit"
"25","P072816001.nex","1","excellent isolation, has STA,PC1 and PC2. 2 TFR, Super interesting data","subunit"
"26","P072816004.nex","1","excellent isolation, oriented luminance cell. AND operation, good data","subunit"
"27","P080216003.nex","1","excellent isolation, oriented luminance cell, 2 TFR, good file, non-linear cell ","subunit"
"28","P080316001.nex","1","excellent isolation, red STA, 2TFR, non-linear cell","subunit"
"29","P081616002.nex","1","excellent isolation, blue-yellow STA, 2 TFR, good data","subunit"
"30","P081716003.nex","1","excellent isolation, yellow-pink cell, 2TFR, subunit Neurothresh, good data","subunit"
"31","P082616002.nex","1","excellent isolation, excellent WhiteNoise data, Neurothresh: completed in 2 directions","STAvsPC1"
"32","M010317003.nex","1","excellent isolation, blue - yellow cell, linear cell, Neurothresh completed for 1 TFR, subunit","subunit"
"33","M010317004.nex","1","excellent isolation, STA, color PC1, Neurothresh completed for 1 TFR, less data points, STA vs PC1 ","STAvsPC1"
"34","M010417004.nex","1","excellent isolation, STA, PC1, complex cell, Neurothresh completed for 1 TFR, STA vs PC1 ","STAvsPC1"
"35","M010617003.nex","1","excellent isolation, has STA and lum PC, Neurothresh completed for 1 TFR, STA vs PC1","STAvsPC1"
